Analysis group,Analysis number,Analysis name,Subgroup,Subgroup number,Applicability,Study,Study year,GIV Mean,GIV SE,Experimental mean,Experimental SD,Experimental cases,Experimental N,Control mean,Control SD,Control cases,Control N,O-E,Variance,Weight,Mean,CI start,CI end,Footnotes
1,1,All-cause mortality up to day 28,,,SUBGROUP_AND_OVERALL,Cao 2020,2020,0.0,0.0,0.0,0.0,0,20,0.0,0.0,3,21,0.0,0.0,0.652719,0.14966,0.008216,2.726012,
1,1,All-cause mortality up to day 28,,,SUBGROUP_AND_OVERALL,Ely 2022,2022,0.0,0.0,0.0,0.0,20,51,0.0,0.0,29,50,0.0,0.0,18.213861,0.676133,0.446391,1.024113,
1,1,All-cause mortality up to day 28,,,SUBGROUP_AND_OVERALL,Guimarães 2021,2021,0.0,0.0,0.0,0.0,4,144,0.0,0.0,8,145,0.0,0.0,3.670655,0.503472,0.155036,1.635001,
1,1,All-cause mortality up to day 28,,,SUBGROUP_AND_OVERALL,Horby 2022,2022,0.0,0.0,0.0,0.0,513,4148,0.0,0.0,546,4008,0.0,0.0,38.018566,0.907849,0.811313,1.015872,
1,1,All-cause mortality up to day 28,,,SUBGROUP_AND_OVERALL,Kalil 2021,2021,0.0,0.0,0.0,0.0,24,515,0.0,0.0,37,518,0.0,0.0,14.572655,0.652427,0.39611,1.074604,
1,1,All-cause mortality up to day 28,,,SUBGROUP_AND_OVERALL,Marconi 2021,2021,0.0,0.0,0.0,0.0,62,764,0.0,0.0,100,761,0.0,0.0,24.871544,0.617565,0.457277,0.834039,
1,2,All-cause mortality up to day 60,,,SUBGROUP_AND_OVERALL,Ely 2022,2022,0.0,0.0,0.0,0.0,23,51,0.0,0.0,31,50,0.0,0.0,34.053386,0.727388,0.501157,1.055743,
1,2,All-cause mortality up to day 60,,,SUBGROUP_AND_OVERALL,Marconi 2021,2021,0.0,0.0,0.0,0.0,79,764,0.0,0.0,116,761,0.0,0.0,65.946614,0.67836,0.519036,0.886591,
1,3,All-cause mortality within 28 days (time to event),,,SUBGROUP_AND_OVERALL,Ely 2022,2022,-0.616186,0.288363,0.0,0.0,0,51,0.0,0.0,0,50,0.0,0.0,15.745375,0.54,0.306859,0.950274,
1,3,All-cause mortality within 28 days (time to event),,,SUBGROUP_AND_OVERALL,Guimarães 2021,2021,-0.71335,0.608608,0.0,0.0,0,144,0.0,0.0,0,145,0.0,0.0,5.221015,0.49,0.148644,1.615266,
1,3,All-cause mortality within 28 days (time to event),,,SUBGROUP_AND_OVERALL,Horby 2022,2022,-0.105361,0.061977,0.0,0.0,0,4148,0.0,0.0,0,4008,0.0,0.0,35.508083,0.9,0.797053,1.016242,
1,3,All-cause mortality within 28 days (time to event),,,SUBGROUP_AND_OVERALL,Kalil 2021,2021,-0.430783,0.262195,0.0,0.0,0,515,0.0,0.0,0,518,0.0,0.0,17.516281,0.65,0.388806,1.086661,
1,3,All-cause mortality within 28 days (time to event),,,SUBGROUP_AND_OVERALL,Marconi 2021,2021,-0.562119,0.164069,0.0,0.0,0,764,0.0,0.0,0,761,0.0,0.0,26.009246,0.57,0.413256,0.786196,
1,4,All-cause mortality within 60 days (time to event),,,SUBGROUP_AND_OVERALL,Ely 2022,2022,-0.579818,0.275057,0.0,0.0,0,51,0.0,0.0,0,50,0.0,0.0,21.76477,0.56,0.326632,0.960102,
1,4,All-cause mortality within 60 days (time to event),,,SUBGROUP_AND_OVERALL,Marconi 2021,2021,-0.478036,0.145077,0.0,0.0,0,764,0.0,0.0,0,761,0.0,0.0,78.23523,0.62,0.466554,0.823913,
1,5,Improvement in clinical status: discharged alive (up to day 28),,,SUBGROUP_AND_OVERALL,Ely 2022,2022,0.0,0.0,0.0,0.0,19,51,0.0,0.0,13,50,0.0,0.0,0.28849,1.432881,0.796022,2.57926,
1,5,Improvement in clinical status: discharged alive (up to day 28),,,SUBGROUP_AND_OVERALL,Horby 2022,2022,0.0,0.0,0.0,0.0,3337,4148,0.0,0.0,3137,4008,0.0,0.0,54.932186,1.027852,1.005323,1.050887,
1,5,Improvement in clinical status: discharged alive (up to day 28),,,SUBGROUP_AND_OVERALL,Kalil 2021,2021,0.0,0.0,0.0,0.0,433,515,0.0,0.0,406,518,0.0,0.0,20.895703,1.072715,1.01145,1.137691,
1,5,Improvement in clinical status: discharged alive (up to day 28),,,SUBGROUP_AND_OVERALL,Marconi 2021,2021,0.0,0.0,0.0,0.0,591,758,0.0,0.0,589,754,0.0,0.0,23.883621,0.998101,0.946132,1.052924,
1,6,Worsening of clinical status: new need for invasive mechanical ventilation or death at day 28,,,SUBGROUP_AND_OVERALL,Horby 2022,2022,0.0,0.0,0.0,0.0,631,4014,0.0,0.0,670,3891,0.0,0.0,85.235823,0.912932,0.826564,1.008324,
1,6,Worsening of clinical status: new need for invasive mechanical ventilation or death at day 28,,,SUBGROUP_AND_OVERALL,Marconi 2021,2021,0.0,0.0,0.0,0.0,104,758,0.0,0.0,127,754,0.0,0.0,14.764177,0.814576,0.641542,1.03428,
1,7,Adverse events (any grade),,,SUBGROUP_AND_OVERALL,Ely 2022,2022,0.0,0.0,0.0,0.0,44,50,0.0,0.0,47,49,0.0,0.0,45.973539,0.917447,0.815717,1.031864,
1,7,Adverse events (any grade),,,SUBGROUP_AND_OVERALL,Guimarães 2021,2021,0.0,0.0,0.0,0.0,37,142,0.0,0.0,32,142,0.0,0.0,5.847681,1.15625,0.765794,1.745788,
1,7,Adverse events (any grade),,,SUBGROUP_AND_OVERALL,Marconi 2021,2021,0.0,0.0,0.0,0.0,334,750,0.0,0.0,334,752,0.0,0.0,48.17878,1.002667,0.895519,1.122635,
1,8,Adverse events grade 3 and 4,,,SUBGROUP_AND_OVERALL,Kalil 2021,2021,0.0,0.0,0.0,0.0,207,508,0.0,0.0,238,509,0.0,0.0,100.0,0.87146,0.75764,1.00238,
1,9,Serious adverse events,,,SUBGROUP_AND_OVERALL,Ely 2022,2022,0.0,0.0,0.0,0.0,25,50,0.0,0.0,35,49,0.0,0.0,20.328667,0.7,0.503791,0.972626,
1,9,Serious adverse events,,,SUBGROUP_AND_OVERALL,Guimarães 2021,2021,0.0,0.0,0.0,0.0,20,142,0.0,0.0,17,142,0.0,0.0,6.043145,1.176471,0.643552,2.150693,
1,9,Serious adverse events,,,SUBGROUP_AND_OVERALL,Kalil 2021,2021,0.0,0.0,0.0,0.0,81,507,0.0,0.0,107,509,0.0,0.0,32.246655,0.759996,0.585318,0.986802,
1,9,Serious adverse events,,,SUBGROUP_AND_OVERALL,Marconi 2021,2021,0.0,0.0,0.0,0.0,110,750,0.0,0.0,135,752,0.0,0.0,41.381534,0.816988,0.648776,1.028813,
1,10,Secondary infection,,,SUBGROUP_AND_OVERALL,Ely 2022,2022,0.0,0.0,0.0,0.0,35,50,0.0,0.0,35,49,0.0,0.0,16.772052,0.98,0.760523,1.262815,
1,10,Secondary infection,,,SUBGROUP_AND_OVERALL,Guimarães 2021,2021,0.0,0.0,0.0,0.0,7,142,0.0,0.0,8,142,0.0,0.0,1.10601,0.875,0.325993,2.348595,
1,10,Secondary infection,,,SUBGROUP_AND_OVERALL,Horby 2022,2022,0.0,0.0,0.0,0.0,403,4148,0.0,0.0,393,4008,0.0,0.0,61.886275,0.990835,0.868315,1.130643,
1,10,Secondary infection,,,SUBGROUP_AND_OVERALL,Marconi 2021,2021,0.0,0.0,0.0,0.0,119,750,0.0,0.0,123,752,0.0,0.0,20.235663,0.97006,0.770106,1.22193,
1,11,Adverse events of special interest,Anaemia,1,SUBGROUP_AND_OVERALL,Guimarães 2021,2021,0.0,0.0,0.0,0.0,3,142,0.0,0.0,6,142,0.0,0.0,12.589909,0.5,0.127532,1.9603,
1,11,Adverse events of special interest,Anaemia,1,SUBGROUP_AND_OVERALL,Kalil 2021,2021,0.0,0.0,0.0,0.0,24,507,0.0,0.0,31,509,0.0,0.0,87.410091,0.777248,0.462778,1.305408,
1,11,Adverse events of special interest,Lymphocytopenia,2,SUBGROUP_AND_OVERALL,Guimarães 2021,2021,0.0,0.0,0.0,0.0,4,142,0.0,0.0,2,142,0.0,0.0,35.136667,2.0,0.372239,10.745772,
1,11,Adverse events of special interest,Lymphocytopenia,2,SUBGROUP_AND_OVERALL,Kalil 2021,2021,0.0,0.0,0.0,0.0,11,507,0.0,0.0,23,509,0.0,0.0,64.863333,0.480148,0.236558,0.974565,
1,11,Adverse events of special interest,Intestinal perforation,3,SUBGROUP_AND_OVERALL,Marconi 2021,2021,0.0,0.0,0.0,0.0,0,750,0.0,0.0,0,752,0.0,0.0,,,,,
2,1,All-cause mortality up to day 28,Baricitinib,1,SUBGROUP_AND_OVERALL,Ely 2022,2022,0.0,0.0,0.0,0.0,20,51,0.0,0.0,29,50,0.0,0.0,18.213861,0.676133,0.446391,1.024113,
2,1,All-cause mortality up to day 28,Baricitinib,1,SUBGROUP_AND_OVERALL,Horby 2022,2022,0.0,0.0,0.0,0.0,513,4148,0.0,0.0,546,4008,0.0,0.0,38.018566,0.907849,0.811313,1.015872,
2,1,All-cause mortality up to day 28,Baricitinib,1,SUBGROUP_AND_OVERALL,Kalil 2021,2021,0.0,0.0,0.0,0.0,24,515,0.0,0.0,37,518,0.0,0.0,14.572655,0.652427,0.39611,1.074604,
2,1,All-cause mortality up to day 28,Baricitinib,1,SUBGROUP_AND_OVERALL,Marconi 2021,2021,0.0,0.0,0.0,0.0,62,764,0.0,0.0,100,761,0.0,0.0,24.871544,0.617565,0.457277,0.834039,
2,1,All-cause mortality up to day 28,Tofacitinib,2,SUBGROUP_AND_OVERALL,Guimarães 2021,2021,0.0,0.0,0.0,0.0,4,144,0.0,0.0,8,145,0.0,0.0,3.670655,0.503472,0.155036,1.635001,
2,1,All-cause mortality up to day 28,Ruxolitinib,3,SUBGROUP_AND_OVERALL,Cao 2020,2020,0.0,0.0,0.0,0.0,0,20,0.0,0.0,3,21,0.0,0.0,0.652719,0.14966,0.008216,2.726012,
3,1,All-cause mortality up to day 28,No oxygen at baseline,1,SUBGROUP_AND_OVERALL,Guimarães 2021,2021,0.0,0.0,0.0,0.0,0,34,0.0,0.0,1,37,0.0,0.0,0.144442,0.361905,0.015239,8.594511,
3,1,All-cause mortality up to day 28,No oxygen at baseline,1,SUBGROUP_AND_OVERALL,Horby 2022,2022,0.0,0.0,0.0,0.0,15,228,0.0,0.0,19,237,0.0,0.0,3.240638,0.820637,0.427515,1.575254,
3,1,All-cause mortality up to day 28,No oxygen at baseline,1,SUBGROUP_AND_OVERALL,Kalil 2021,2021,0.0,0.0,0.0,0.0,0,70,0.0,0.0,0,72,0.0,0.0,,,,,
3,1,All-cause mortality up to day 28,No oxygen at baseline,1,SUBGROUP_AND_OVERALL,Marconi 2021,2021,0.0,0.0,0.0,0.0,1,89,0.0,0.0,4,97,0.0,0.0,0.306305,0.272472,0.031037,2.391976,
3,1,All-cause mortality up to day 28,Low-flow oxygen at baseline,2,SUBGROUP_AND_OVERALL,Guimarães 2021,2021,0.0,0.0,0.0,0.0,3,91,0.0,0.0,6,90,0.0,0.0,0.781414,0.494505,0.127565,1.916944,
3,1,All-cause mortality up to day 28,Low-flow oxygen at baseline,2,SUBGROUP_AND_OVERALL,Horby 2022,2022,0.0,0.0,0.0,0.0,256,2770,0.0,0.0,253,2743,0.0,0.0,28.820209,1.001995,0.84913,1.182379,
3,1,All-cause mortality up to day 28,Low-flow oxygen at baseline,2,SUBGROUP_AND_OVERALL,Kalil 2021,2021,0.0,0.0,0.0,0.0,5,288,0.0,0.0,12,276,0.0,0.0,1.33977,0.399306,0.142537,1.11862,
3,1,All-cause mortality up to day 28,Low-flow oxygen at baseline,2,SUBGROUP_AND_OVERALL,Marconi 2021,2021,0.0,0.0,0.0,0.0,29,490,0.0,0.0,41,472,0.0,0.0,6.229244,0.681334,0.430781,1.077616,
3,1,All-cause mortality up to day 28,NIV or HFNO at baseline,3,SUBGROUP_AND_OVERALL,Guimarães 2021,2021,0.0,0.0,0.0,0.0,1,19,0.0,0.0,1,18,0.0,0.0,0.199239,0.947368,0.063937,14.037464,
3,1,All-cause mortality up to day 28,NIV or HFNO at baseline,3,SUBGROUP_AND_OVERALL,Horby 2022,2022,0.0,0.0,0.0,0.0,204,1016,0.0,0.0,230,911,0.0,0.0,28.744412,0.795293,0.673692,0.938842,
3,1,All-cause mortality up to day 28,NIV or HFNO at baseline,3,SUBGROUP_AND_OVERALL,Kalil 2021,2021,0.0,0.0,0.0,0.0,7,103,0.0,0.0,13,113,0.0,0.0,1.824808,0.590739,0.245226,1.423069,
3,1,All-cause mortality up to day 28,NIV or HFNO at baseline,3,SUBGROUP_AND_OVERALL,Marconi 2021,2021,0.0,0.0,0.0,0.0,32,183,0.0,0.0,55,187,0.0,0.0,8.476733,0.594536,0.404483,0.873887,
3,1,All-cause mortality up to day 28,IMV or ECMO at baseline,4,SUBGROUP_AND_OVERALL,Ely 2022,2022,0.0,0.0,0.0,0.0,20,51,0.0,0.0,29,50,0.0,0.0,7.434226,0.676133,0.446391,1.024113,
3,1,All-cause mortality up to day 28,IMV or ECMO at baseline,4,SUBGROUP_AND_OVERALL,Horby 2022,2022,0.0,0.0,0.0,0.0,38,134,0.0,0.0,44,117,0.0,0.0,9.690323,0.754071,0.528087,1.076759,
3,1,All-cause mortality up to day 28,IMV or ECMO at baseline,4,SUBGROUP_AND_OVERALL,Kalil 2021,2021,0.0,0.0,0.0,0.0,12,54,0.0,0.0,12,57,0.0,0.0,2.768236,1.055556,0.519833,2.143377,
